sale_id,customer_id,sale_date,amount
180,679,1/16/2025 8:56:00,299016.00
181,680,1/20/2025 10:33:00,295379.00
182,689,1/8/2025 13:28:00,228448.00
183,692,1/13/2025 0:53:00,446136.00
184,694,1/9/2025 17:08:00,407038.00
185,700,1/16/2025 20:29:00,349551.00
186,707,1/12/2025 13:11:00,428225.00
187,709,1/12/2025 10:37:00,294913.00
188,714,1/15/2025 12:47:00,369357.00
189,715,1/14/2025 12:41:00,432529.00
190,718,1/11/2025 15:53:00,282444.00
191,721,1/8/2025 11:57:00,314032.00
192,722,1/6/2025 20:58:00,489646.00
193,728,1/8/2025 15:14:00,327816.00
194,729,1/8/2025 12:07:00,242016.00
195,731,1/9/2025 16:00:00,393446.00
196,736,1/13/2025 13:54:00,428228.00
197,740,1/9/2025 16:14:00,447481.00
198,741,1/9/2025 12:30:00,508039.00
199,742,1/16/2025 20:53:00,254432.00
200,744,1/7/2025 5:54:00,237721.00
201,746,1/14/2025 15:52:00,390528.00
202,748,1/8/2025 10:01:00,236330.00
203,749,1/16/2025 17:40:00,247085.00
204,753,1/11/2025 5:26:00,520233.00
205,764,1/11/2025 16:00:00,282060.00
206,765,1/14/2025 10:07:00,267190.00
207,766,1/9/2025 13:08:00,279880.00
208,769,1/15/2025 15:37:00,344985.00
209,772,1/7/2025 21:37:00,237373.00
210,773,1/7/2025 17:43:00,242279.00
211,774,1/13/2025 10:01:00,356306.00
212,777,1/18/2025 13:00:00,329491.00
213,779,1/15/2025 12:51:00,309572.00
214,785,1/8/2025 9:53:00,494314.00
215,788,1/16/2025 15:28:00,272801.00
216,789,1/14/2025 18:21:00,267646.00
217,794,1/15/2025 13:55:00,362451.00
218,795,1/14/2025 12:36:00,468056.00
219,797,1/11/2025 17:14:00,274768.00
220,798,1/21/2025 16:22:00,283251.00
221,803,1/16/2025 17:14:00,368143.00
222,810,1/6/2025 21:23:00,247483.00
223,813,1/12/2025 15:47:00,310548.00
224,814,1/9/2025 10:32:00,241077.00
225,821,1/16/2025 22:36:00,408515.00
226,832,1/9/2025 10:57:00,274911.00
227,841,1/11/2025 9:12:00,400262.00
228,851,1/20/2025 11:06:00,521362.00
229,856,1/7/2025 3:32:00,253698.00
230,860,1/9/2025 14:36:00,366977.00
231,865,1/14/2025 16:26:00,481913.00
232,869,1/18/2025 11:17:00,384667.00
233,873,1/11/2025 9:51:00,428345.00
234,887,1/16/2025 11:41:00,510565.00
235,889,1/15/2025 11:16:00,393473.00
236,904,1/14/2025 19:07:00,277023.00
237,905,1/13/2025 14:17:00,296520.00
238,908,1/16/2025 6:32:00,235089.00
239,913,1/17/2025 2:22:00,409926.00
240,920,1/14/2025 11:19:00,369282.00
241,921,1/8/2025 15:29:00,462234.00
242,925,1/14/2025 14:00:00,483546.00
243,927,1/16/2025 11:17:00,391246.00
244,933,1/11/2025 9:19:00,224405.00
245,939,1/13/2025 10:07:00,379287.00
246,940,1/9/2025 14:17:00,403734.00
247,941,1/9/2025 10:07:00,291036.00
248,947,1/11/2025 13:18:00,364851.00
249,948,1/14/2025 12:12:00,254527.00
250,955,1/20/2025 14:30:00,316455.00
251,956,1/11/2025 13:45:00,301794.00
252,957,1/11/2025 17:10:00,448690.00
253,958,1/14/2025 12:25:00,514206.00
254,959,1/15/2025 10:02:00,288743.00
255,960,1/7/2025 15:16:00,276596.00
256,964,1/14/2025 12:17:00,490993.00
257,973,1/14/2025 8:21:00,403284.00
258,974,1/10/2025 5:32:00,270471.00
259,976,1/14/2025 9:35:00,287482.00
260,980,1/9/2025 12:54:00,228560.00
261,982,1/8/2025 23:49:00,311653.00
262,983,1/19/2025 11:35:00,467924.00
263,987,1/15/2025 15:05:00,283784.00
264,989,1/12/2025 9:49:00,369157.00
265,995,1/16/2025 17:53:00,447390.00
266,1005,1/8/2025 6:15:00,339666.00
267,1010,1/16/2025 11:13:00,223711.00
268,1013,1/17/2025 0:53:00,404406.00
269,1016,1/8/2025 13:16:00,424842.00
270,1017,1/16/2025 16:02:00,298660.00
271,1022,1/12/2025 13:24:00,393680.00
272,1026,1/16/2025 10:37:00,501051.00
273,1030,1/11/2025 23:40:00,423514.00
274,1031,1/12/2025 11:32:00,506734.00
275,1033,1/18/2025 12:20:00,505943.00
276,1042,1/12/2025 13:45:00,224020.00
277,1044,1/7/2025 16:13:00,367518.00
278,1052,1/12/2025 10:29:00,266333.00
279,1057,1/19/2025 11:41:00,457072.00
280,1058,1/18/2025 11:50:00,412205.00
281,1062,1/11/2025 8:22:00,396720.00
282,1065,1/16/2025 13:16:00,361669.00
283,1068,1/18/2025 19:20:00,520628.00
284,1072,1/18/2025 5:57:00,467121.00
285,1073,1/12/2025 8:21:00,409571.00
286,1077,1/11/2025 14:53:00,283294.00
287,1078,1/16/2025 14:18:00,301477.00
288,1083,1/11/2025 12:44:00,384888.00
289,1099,1/20/2025 10:31:00,453796.00
290,1115,1/12/2025 11:12:00,436576.00
291,1116,1/17/2025 0:37:00,448261.00
292,1117,1/22/2025 9:09:00,351091.00
293,1118,1/12/2025 17:09:00,275886.00
294,1123,1/9/2025 9:04:00,421020.00
295,1127,1/16/2025 8:53:00,234674.00
296,1129,1/11/2025 15:13:00,283722.00
297,1131,1/15/2025 16:51:00,229729.00
298,1134,1/17/2025 15:09:00,225370.00
299,1136,1/11/2025 19:21:00,465940.00
300,1141,1/8/2025 12:04:00,223957.00
301,1142,1/12/2025 17:07:00,224292.00
302,1148,1/15/2025 20:31:00,361691.00
303,1150,1/15/2025 17:20:00,297802.00
304,1151,1/9/2025 13:24:00,326816.00
305,1154,1/11/2025 15:57:00,270198.00
306,1163,1/15/2025 9:35:00,292579.00
307,1166,1/15/2025 10:42:00,242173.00
308,1169,1/10/2025 4:46:00,227678.00
309,1172,1/18/2025 11:37:00,471830.00
310,1173,1/12/2025 10:11:00,355135.00
311,1174,1/15/2025 8:37:00,415614.00
312,1177,1/11/2025 19:51:00,320214.00
313,1179,1/10/2025 16:55:00,440315.00
314,1181,1/12/2025 15:25:00,306419.00
315,1188,1/12/2025 16:45:00,265908.00
316,1200,1/22/2025 16:41:00,255469.00
317,1201,1/13/2025 13:33:00,304967.00
318,1204,1/15/2025 0:31:00,403906.00
319,1210,1/20/2025 15:49:00,473897.00
320,1213,1/20/2025 9:28:00,411121.00
321,1215,1/15/2025 19:40:00,360279.00
322,1217,1/10/2025 11:13:00,286838.00
323,1221,1/15/2025 15:45:00,461277.00
324,1243,1/13/2025 9:19:00,301936.00
325,1245,1/14/2025 15:41:00,517745.00
326,1246,1/16/2025 16:47:00,447297.00
327,1253,1/11/2025 12:54:00,426809.00
328,1259,1/14/2025 17:34:00,314793.00
329,1286,1/13/2025 3:25:00,278250.00
330,1289,1/19/2025 14:24:00,412466.00
331,1293,1/18/2025 8:35:00,385813.00
332,1296,1/20/2025 16:55:00,225469.00
333,1306,1/14/2025 9:22:00,300125.00
334,1307,1/19/2025 11:10:00,466634.00
335,1312,1/18/2025 12:19:00,323668.00
336,1319,1/15/2025 13:32:00,241402.00
337,1320,1/14/2025 8:02:00,289071.00
338,1321,1/16/2025 14:18:00,362464.00
339,1323,1/13/2025 15:28:00,339648.00
340,1330,1/19/2025 15:25:00,436696.00
341,1337,1/13/2025 14:42:00,300478.00
342,1338,1/20/2025 14:38:00,460676.00
343,1343,1/11/2025 14:25:00,429215.00
344,1344,1/18/2025 13:15:00,317746.00
345,1351,1/12/2025 19:42:00,370763.00
346,1353,1/15/2025 19:35:00,521847.00
347,1359,1/16/2025 14:11:00,312458.00
348,1365,1/14/2025 9:44:00,514845.00
349,1367,1/14/2025 9:20:00,280363.00
350,1369,1/14/2025 0:08:00,366217.00
351,1370,1/12/2025 15:02:00,292402.00
352,1371,1/16/2025 20:33:00,387272.00
353,1372,1/14/2025 13:45:00,332745.00
354,1379,1/16/2025 1:17:00,246615.00
355,1387,1/16/2025 10:05:00,509531.00
356,1390,1/18/2025 2:36:00,305029.00
357,1393,1/13/2025 19:42:00,274246.00
358,1398,1/16/2025 11:57:00,430867.00
359,1400,1/12/2025 13:55:00,330507.00
360,1401,1/12/2025 9:35:00,413331.00
361,1403,1/16/2025 15:44:00,516625.00
362,1408,1/14/2025 12:04:00,261384.00
363,1411,1/25/2025 16:31:00,310075.00
364,1419,1/14/2025 13:18:00,331552.00
365,1423,1/13/2025 12:09:00,302740.00
366,1424,1/18/2025 20:19:00,294524.00
367,1427,1/15/2025 13:00:00,367895.00
368,1428,1/22/2025 7:39:00,496396.00
369,1433,1/11/2025 11:01:00,447920.00
370,1440,1/22/2025 16:50:00,501923.00
371,1442,1/13/2025 19:48:00,454692.00
372,1445,1/21/2025 3:39:00,359955.00
373,1449,1/22/2025 22:57:00,276830.00
374,1454,1/14/2025 16:51:00,510251.00
375,1456,1/12/2025 18:03:00,397496.00
376,1457,1/16/2025 16:45:00,500387.00
377,1460,1/11/2025 12:11:00,343553.00
378,1463,1/23/2025 12:31:00,301281.00
379,1467,1/11/2025 16:52:00,344840.00
380,1469,1/15/2025 9:53:00,276878.00
381,1479,1/18/2025 13:56:00,434409.00
382,1482,1/14/2025 17:41:00,257793.00
383,1489,1/19/2025 10:55:00,434207.00
384,1490,1/13/2025 11:12:00,238182.00
385,1492,1/14/2025 17:51:00,337037.00
386,1497,1/26/2025 12:15:00,249669.00
387,1505,1/19/2025 9:58:00,227018.00
388,1506,1/14/2025 13:20:00,378048.00
389,1511,1/19/2025 15:39:00,485449.00
390,1519,1/19/2025 16:06:00,320360.00
391,1520,1/19/2025 6:24:00,262899.00
392,1521,1/14/2025 9:29:00,513922.00
393,1528,1/18/2025 16:26:00,411209.00
394,1531,1/13/2025 13:04:00,468729.00
395,1536,1/21/2025 12:57:00,375058.00
396,1553,1/12/2025 12:25:00,504513.00
397,1561,1/11/2025 10:36:00,224175.00
398,1562,1/18/2025 14:06:00,430390.00
399,1563,1/15/2025 13:41:00,500649.00
400,1567,1/23/2025 0:36:00,521781.00
401,1573,1/20/2025 11:32:00,282216.00
402,1576,1/12/2025 23:34:00,272867.00
403,1577,1/18/2025 18:54:00,467946.00
404,1589,1/14/2025 11:26:00,397044.00
405,1593,1/21/2025 6:13:00,290051.00
406,1595,1/18/2025 15:18:00,295171.00
407,1600,1/25/2025 13:30:00,519262.00
408,1603,1/17/2025 2:01:00,497964.00
409,1607,1/21/2025 14:23:00,334503.00
410,1615,1/15/2025 15:12:00,446759.00
411,1617,1/18/2025 9:18:00,278950.00
412,1622,1/12/2025 21:31:00,375128.00
413,1623,1/15/2025 12:13:00,509465.00
414,1624,1/15/2025 17:45:00,416752.00
415,1628,1/18/2025 10:05:00,508281.00
416,1632,1/19/2025 19:59:00,302649.00
417,1635,1/21/2025 14:26:00,231051.00
418,1637,1/20/2025 11:06:00,236459.00
419,1645,1/21/2025 17:13:00,494796.00
420,1646,1/15/2025 12:29:00,397657.00
421,1651,1/21/2025 0:30:00,442178.00
422,1652,1/12/2025 12:59:00,338550.00
423,1653,1/21/2025 16:35:00,274012.00
424,1659,1/13/2025 11:59:00,407194.00
425,1663,1/16/2025 12:16:00,385295.00
426,1666,1/12/2025 11:02:00,452686.00
427,1668,1/11/2025 13:04:00,359250.00
428,1669,1/19/2025 15:12:00,280618.00
429,1670,1/16/2025 14:43:00,359558.00
430,1674,1/20/2025 14:11:00,509620.00
431,1679,1/13/2025 16:54:00,306750.00
432,1680,1/23/2025 10:08:00,387019.00
433,1682,1/19/2025 8:33:00,471034.00
434,1683,1/18/2025 15:40:00,472697.00
435,1684,1/15/2025 16:33:00,452975.00
436,1685,1/19/2025 22:04:00,431834.00
437,1686,1/20/2025 12:49:00,500705.00
438,1687,1/20/2025 6:40:00,242082.00
439,1689,1/19/2025 9:47:00,343899.00
440,1693,1/26/2025 14:38:00,340829.00
441,1694,1/18/2025 8:35:00,404627.00
442,1697,1/12/2025 18:55:00,427803.00
443,1698,1/15/2025 15:24:00,377610.00
444,1707,1/15/2025 13:40:00,406037.00
445,1708,1/23/2025 4:39:00,231847.00
446,1709,1/18/2025 7:29:00,237447.00
447,1710,1/16/2025 14:30:00,432025.00
448,1712,1/14/2025 22:48:00,339322.00
449,1713,1/14/2025 11:24:00,414473.00
450,1714,1/21/2025 21:14:00,304507.00
451,1724,1/13/2025 10:46:00,447225.00
452,1729,1/21/2025 12:09:00,228803.00
453,1730,1/16/2025 9:35:00,461248.00
454,1731,1/14/2025 12:11:00,411122.00
455,1736,1/20/2025 13:53:00,374939.00
456,1740,1/21/2025 14:40:00,412593.00
457,1743,1/18/2025 15:23:00,282992.00
458,1744,1/22/2025 9:42:00,471643.00
459,1748,1/18/2025 14:09:00,225690.00
460,1756,1/26/2025 16:22:00,380029.00
461,1759,1/15/2025 16:01:00,350914.00
462,1762,1/16/2025 13:56:00,454102.00
463,1764,1/22/2025 9:44:00,261996.00
464,1765,1/18/2025 15:08:00,312264.00
465,1767,1/18/2025 14:51:00,490831.00
466,1768,1/12/2025 11:54:00,292246.00
467,1777,1/19/2025 14:22:00,269408.00
468,1779,1/15/2025 16:52:00,362644.00
469,1780,1/15/2025 10:14:00,265787.00
470,1784,1/18/2025 10:14:00,396890.00
471,1786,1/24/2025 18:55:00,353040.00
472,1790,1/15/2025 14:08:00,352226.00
473,1792,1/20/2025 12:46:00,354719.00
474,1793,1/25/2025 17:44:00,419670.00
475,1795,1/15/2025 16:34:00,437556.00
476,1796,1/20/2025 12:23:00,300706.00
477,1799,1/23/2025 14:32:00,488121.00
478,1800,1/16/2025 14:38:00,494635.00
479,1802,1/23/2025 11:43:00,414209.00
480,1805,1/21/2025 11:11:00,506534.00
481,1812,1/20/2025 10:51:00,374567.00
482,1820,1/19/2025 16:13:00,223007.00
483,1822,1/18/2025 9:01:00,491445.00
484,1825,1/25/2025 17:43:00,280835.00
485,1830,1/15/2025 15:29:00,335406.00
486,1831,1/12/2025 16:32:00,379955.00
487,1843,1/26/2025 17:07:00,225751.00
488,1844,1/24/2025 18:10:00,330653.00
489,1847,1/21/2025 9:32:00,353573.00
490,1852,1/18/2025 17:55:00,414074.00
491,1856,1/16/2025 15:56:00,452459.00
492,1859,1/15/2025 17:11:00,273152.00
493,1862,1/21/2025 10:29:00,423200.00
494,1865,1/22/2025 10:02:00,463809.00
495,1872,1/23/2025 10:33:00,318816.00
496,1875,1/21/2025 14:36:00,459486.00
497,1878,1/15/2025 11:16:00,270849.00
498,1883,1/13/2025 12:34:00,428463.00
499,1895,1/23/2025 16:54:00,230583.00
500,1899,1/23/2025 17:57:00,247012.00
501,1907,1/23/2025 15:29:00,496058.00
502,1911,1/18/2025 13:33:00,223623.00
503,1912,1/15/2025 9:35:00,254649.00
504,1914,1/14/2025 11:12:00,269151.00
505,1916,1/15/2025 14:54:00,400956.00
506,1920,1/22/2025 13:32:00,501025.00
507,1923,1/20/2025 11:24:00,319051.00
508,1924,1/18/2025 14:53:00,358229.00
509,1930,1/25/2025 9:08:00,405509.00
510,1932,1/22/2025 11:44:00,223625.00
511,1933,1/21/2025 3:34:00,502511.00
512,1934,1/23/2025 11:00:00,518031.00
513,1936,1/16/2025 5:50:00,507767.00
514,1938,1/15/2025 11:06:00,499917.00
515,1939,1/22/2025 13:39:00,424962.00
516,1940,1/20/2025 12:48:00,319774.00
517,1950,1/14/2025 1:59:00,385045.00
518,1963,1/19/2025 17:35:00,270705.00
519,1966,1/19/2025 12:08:00,356368.00
520,1967,1/16/2025 14:47:00,280740.00
521,1978,1/17/2025 20:47:00,499940.00
522,1979,1/21/2025 14:43:00,341106.00
523,1982,1/26/2025 17:11:00,399510.00
524,1987,1/22/2025 9:52:00,472907.00
525,1990,1/22/2025 1:00:00,364703.00
526,1995,1/27/2025 15:27:00,423129.00
527,1997,1/15/2025 15:24:00,240712.00
528,1999,1/22/2025 14:26:00,430069.00
529,2009,1/16/2025 12:44:00,259511.00
530,2025,1/19/2025 8:17:00,321590.00
531,2028,1/15/2025 14:42:00,420001.00
532,2029,1/17/2025 17:47:00,314249.00
533,2035,1/21/2025 12:58:00,245750.00
534,2038,1/25/2025 14:08:00,279534.00
535,2051,1/20/2025 16:04:00,261838.00
536,2062,1/15/2025 9:00:00,381264.00
537,2064,1/26/2025 11:46:00,339391.00
538,2070,1/18/2025 12:24:00,362167.00
539,2074,1/21/2025 0:04:00,298607.00
540,2075,1/23/2025 12:41:00,307512.00
541,2078,1/18/2025 14:38:00,249502.00
542,2080,1/15/2025 12:12:00,261356.00
543,2085,1/23/2025 14:17:00,439415.00
544,2088,1/18/2025 11:00:00,403434.00
545,2089,1/20/2025 6:12:00,227118.00
546,2092,1/14/2025 12:03:00,291314.00
547,2095,1/26/2025 16:13:00,381386.00
548,2096,1/14/2025 8:51:00,476897.00
549,2097,1/16/2025 17:59:00,507986.00
550,2101,1/23/2025 20:21:00,420386.00
551,2106,1/29/2025 11:32:00,405964.00
552,2109,1/25/2025 1:29:00,308638.00
553,2113,1/16/2025 9:56:00,245303.00
554,2114,1/15/2025 10:38:00,367806.00
555,2119,1/16/2025 12:47:00,307643.00
556,2122,1/27/2025 19:17:00,328522.00
557,2124,1/18/2025 10:06:00,236000.00
558,2125,1/19/2025 9:19:00,328673.00
559,2126,1/16/2025 9:07:00,349179.00
560,2127,1/19/2025 16:56:00,265532.00
561,2128,1/18/2025 16:38:00,518415.00
562,2132,1/27/2025 12:35:00,408010.00
563,2141,1/21/2025 15:47:00,495927.00
564,2142,1/21/2025 9:54:00,409984.00
565,2146,1/20/2025 13:10:00,429101.00
566,2148,1/28/2025 15:07:00,236713.00
567,2149,1/23/2025 15:20:00,454657.00
568,2151,1/22/2025 13:35:00,442233.00
569,2154,1/18/2025 13:10:00,348475.00
570,2155,1/19/2025 15:22:00,383459.00
571,2157,1/19/2025 17:38:00,255094.00
572,2158,1/19/2025 10:59:00,324064.00
573,2165,1/18/2025 13:36:00,466536.00
574,2173,1/23/2025 16:36:00,297718.00
575,2174,1/16/2025 15:07:00,462061.00
576,2175,1/19/2025 17:52:00,391562.00
577,2178,1/29/2025 11:12:00,227425.00
578,2179,1/25/2025 14:54:00,345352.00
579,2181,1/19/2025 15:39:00,441063.00
580,2184,1/20/2025 19:00:00,399921.00
581,2185,1/20/2025 15:40:00,474535.00
582,2194,1/27/2025 6:19:00,431250.00
583,2195,1/22/2025 21:21:00,247569.00
584,2198,1/27/2025 15:51:00,451088.00
585,2200,1/20/2025 10:55:00,431331.00
586,2203,1/16/2025 17:55:00,515352.00
587,2208,1/22/2025 15:55:00,343318.00
588,2209,1/23/2025 15:34:00,470229.00
589,2210,1/29/2025 13:27:00,472713.00
590,2212,1/20/2025 11:36:00,492170.00
591,2214,1/23/2025 17:44:00,475297.00
592,2217,1/21/2025 10:53:00,248249.00
593,2221,1/28/2025 9:35:00,475852.00
594,2223,1/19/2025 21:27:00,287557.00
595,2225,1/15/2025 11:10:00,224900.00
596,2227,1/16/2025 11:20:00,324803.00
597,2232,1/18/2025 9:05:00,400494.00
598,2233,1/25/2025 14:43:00,372348.00
599,2234,1/20/2025 17:15:00,331809.00
600,2250,1/25/2025 14:09:00,501897.00
601,2252,1/20/2025 13:51:00,395118.00
602,2255,1/15/2025 13:41:00,247060.00
603,2256,1/21/2025 17:48:00,235515.00
604,2275,1/21/2025 15:53:00,389906.00
605,2280,1/22/2025 15:54:00,401840.00
606,2283,1/19/2025 13:17:00,467802.00
607,2284,1/15/2025 20:39:00,429340.00
608,2290,1/21/2025 15:48:00,342334.00
609,2292,1/26/2025 8:07:00,469380.00
610,2297,1/22/2025 11:59:00,248761.00
611,2299,1/25/2025 10:49:00,448974.00
612,2301,1/18/2025 10:56:00,449523.00
613,2312,1/18/2025 3:31:00,447742.00
614,2315,1/20/2025 15:57:00,481815.00
615,2322,1/18/2025 10:35:00,472520.00
616,2328,1/15/2025 14:57:00,266231.00
617,2331,1/27/2025 10:29:00,301515.00
618,2332,1/23/2025 11:09:00,251459.00
